comments,created,answer,id,problem,input,metadata,root_span_id,tags
,2026-05-08T05:32:16.857Z,"$7311 million, rounding errors are allowed.",32079ded-463f-48b1-aa00-ecc7ff012760,"As of September 25, 2016, what were the total current liabilities of QUALCOMM (in millions of U.S. dollars, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",32079ded-463f-48b1-aa00-ecc7ff012760,,
,2026-05-08T05:32:16.858Z,The results between $1700 to $1750 million are considered correct.,807514ff-88fa-4b92-9eaf-a4e3fec37176,"As of September 25, 2016, what was the Short-term debt of QUALCOMM (answer in millions of dollars, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",807514ff-88fa-4b92-9eaf-a4e3fec37176,,
,2026-05-08T05:32:16.859Z,"$31768 million, rounding errors are allowed.",5b74f622-22d2-43fe-8ab0-47518c9c787d,"As of September 25, 2016, what was the Total stockholders’ equity of QUALCOMM (answer in millions of dollars, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",5b74f622-22d2-43fe-8ab0-47518c9c787d,,
,2026-05-08T05:32:16.860Z,"$3933 thousand, rounding errors are allowed.",e8989a3e-1823-4d1c-8b79-406bebfe72e1,"In 2016, what were Plug Power's intangible assets, net? (answer in thousands of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",e8989a3e-1823-4d1c-8b79-406bebfe72e1,,
,2026-05-08T05:32:16.861Z,"$20829 thousand, rounding errors are allowed.",d753baff-3b05-4bdb-a653-023091e13c07,"As of the end of December 2016, what was the long-term debt (1-3 Years) of Plug Power (answer in thousands of dollars, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",d753baff-3b05-4bdb-a653-023091e13c07,,
,2026-05-08T05:32:16.862Z,"-$57879 thousand, rounding errors are allowed.",e37be72a-6559-4ee4-a5ad-e7684bf9de7d,"As of the end of December 2016, what was the loss before income taxes of Plug Power (answer in thousands of dollars, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",e37be72a-6559-4ee4-a5ad-e7684bf9de7d,,
,2026-05-08T05:32:16.863Z,"$178450, rounding errors are allowed.",ff69d96e-38f5-48c6-8348-1c6dc4183572,"Between July 10, 2020, and December 31, 2020, what was the Accrued expenses of SoFi Technologies? (answer in dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",ff69d96e-38f5-48c6-8348-1c6dc4183572,,
,2026-05-08T05:32:16.864Z,"$259,714, rounding errors are allowed.",9bfacf0b-b23a-4884-b715-e761cdebad45,"As of December 31, 2020, what was the ending cash of SoFi Technologies? (answer in dollars, rounded to the nearest integer)","{""reference_flag_notes"":""Question asks for ending cash, but repeated eval evidence indicates the reference aligns with a different line item or scale, not ending cash and cash equivalents."",""reference_flag_source"":""manual_audit_2026-03-22"",""reference_flag_status"":""suspicious"",""reference_flags"":""line_item_or_unit_mismatch""}",9bfacf0b-b23a-4884-b715-e761cdebad45,,
,2026-05-08T05:32:16.865Z,"$806,545,938, rounding errors are allowed.",1c3b8068-a83b-45f1-b8ea-bf32cdccc391,"What was the Net cash provided by financing activities of SoFi Technologies between July 10, 2020, and December 31, 2020? (answer in dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",1c3b8068-a83b-45f1-b8ea-bf32cdccc391,,
,2026-05-08T05:32:16.866Z,"$369372 thousand, rounding errors are allowed.",907baa19-21a2-463c-9c6a-e7221db331a8,"What was the Additional paid-in capital of Lands' End as of the end of the fiscal year 2020? (answer in thousand dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",907baa19-21a2-463c-9c6a-e7221db331a8,,
,2026-05-08T05:32:16.867Z,"$40356 thousand, rounding errors are allowed.",6bc143c2-b124-44f4-8eb3-47fd763f6a2f,"As of the end of the fiscal year of 2020, what was the amount of Lands' End's Prepaid expenses and other current assets? (answer in thousand dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",6bc143c2-b124-44f4-8eb3-47fd763f6a2f,,
,2026-05-08T05:32:16.868Z,"$27754 thousand, rounding errors are allowed.",704aa754-1263-427a-a8ce-0bb6b965d4f7,"In the fiscal year 2020, what was the Interest expense of Lands' End? (answer in thousand dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",704aa754-1263-427a-a8ce-0bb6b965d4f7,,
,2026-05-08T05:32:16.869Z,"$4349 million, rounding errors are allowed.",046f1e21-4a8b-4af4-95da-920d1c262b56,"In the fiscal year 2022, what was the goodwill of NVIDIA disclosed? (answer in million dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",046f1e21-4a8b-4af4-95da-920d1c262b56,,
,2026-05-08T05:32:16.870Z,"$379 million, rounding errors are allowed.",bec278b5-0054-4775-bc9d-e92cf1727a68,"As of the end of the fiscal year 2022, what was the value of NVIDIA's long-lived assets in Taiwan? (answer in million dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",bec278b5-0054-4775-bc9d-e92cf1727a68,,
,2026-05-08T05:32:16.871Z,"$8492 million, rounding errors are allowed.",f957eb29-4626-41d3-aaff-1e280e2e051c,"In the fiscal year 2022, what was the total operating income of NVIDIA's Graphic? (answer in million dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",f957eb29-4626-41d3-aaff-1e280e2e051c,,
,2026-05-08T05:32:16.872Z,"$1408 million, rounding errors are allowed.",af5a0d9e-503e-4dd6-b480-f83a919948bd,"In the fiscal year 2022, what was NVIDIA's total deferred tax assets? (answer in million dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",af5a0d9e-503e-4dd6-b480-f83a919948bd,,
,2026-05-08T05:32:16.873Z,"$16235 million, rounding errors are allowed.",7959fe17-f6a3-4fa7-96f6-16f2148206d0,"In the fiscal year 2022, what was the retain earning of NVIDIA? (answer in million dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",7959fe17-f6a3-4fa7-96f6-16f2148206d0,,
,2026-05-08T05:32:16.874Z,"87.01 dollar/hour, rounding errors are allowed.",7704f311-c0bf-4d02-b57d-88634a37e05b,"Based on current prices, In 2021, what was the GDP per hour worked in the United States (in purchasing - power - parity terms)? (answer in dollars per hour, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",7704f311-c0bf-4d02-b57d-88634a37e05b,,
,2026-05-08T05:32:16.875Z,"$92270 million, rounding errors are allowed.",b88f96f2-8052-4afa-976c-360d2ab6358f,"In 2006, what was the amount of private flows in the United States in million dollars (rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",b88f96f2-8052-4afa-976c-360d2ab6358f,,
,2026-05-08T05:32:16.876Z,"4.9%, rounding errors are allowed.",40d5b87d-b1b0-495f-a5ff-7e09b7e48fd2,"In 2008, what was the proportion of Canada's public pension spending to GDP? (answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",40d5b87d-b1b0-495f-a5ff-7e09b7e48fd2,,
,2026-05-08T05:32:16.877Z,"3.97%, rounding errors are allowed.",7099c672-186e-4828-a0ab-b1b81081a782,"In 2007, what was the proportion of the Tax on personal income to GDP in South Korea? (answer in percentage, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",7099c672-186e-4828-a0ab-b1b81081a782,,
,2026-05-08T05:32:16.878Z,"1.21%, rounding errors are allowed.",ba07ad91-a705-4f71-a392-6050102cf775,"In 2008, what was the public unemployment spending as a percentage of GDP in Germany? (answer in percentage, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",ba07ad91-a705-4f71-a392-6050102cf775,,
,2026-05-08T05:32:16.879Z,"28348330, rounding errors are allowed.",0e8103dc-0848-44f4-8356-872c49a4225e,"In 2020, what was the number of passenger car registrations in the United States? (answer in units, rounded to the nearest integer)","{""reference_flag_notes"":""Reference appears more consistent with a punctuation-stripped annual monthly-level value than with a full-year passenger-car registration count. Local eval traces repeatedly found materially different definitions and scales."",""reference_flag_source"":""manual_audit_2026-03-22"",""reference_flag_status"":""suspicious"",""reference_flags"":""possible_numeric_format_corruption;metric_definition_mismatch""}",0e8103dc-0848-44f4-8356-872c49a4225e,,
,2026-05-08T05:32:16.880Z,"4986617, rounding errors are allowed.",41f258ee-5f62-44e1-ba2f-5cdf3f5d7eab,"What was the number of passenger car registrations in Australia in 2006? (answer in units, rounded to the nearest integer)","{""reference_flag_notes"":""Reference appears to match a punctuation-stripped OECD/FRED annual monthly-level value more closely than a full-year registration count. Local eval traces split between new-registration flow and registered-vehicle stock interpretations."",""reference_flag_source"":""manual_audit_2026-03-22"",""reference_flag_status"":""suspicious"",""reference_flags"":""possible_numeric_format_corruption;metric_definition_mismatch""}",41f258ee-5f62-44e1-ba2f-5cdf3f5d7eab,,
,2026-05-08T05:32:16.881Z,"64.65, rounding errors are allowed.",4a0134ff-e71c-42db-abac-8dfda9dd885e,"Taking 2020 as the reference year, what was the nni of South Africa in 2002? (2020 = 100, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",4a0134ff-e71c-42db-abac-8dfda9dd885e,,
,2026-05-08T05:32:16.882Z,"82.76, rounding errors are allowed.",8209e5e5-9812-4846-94aa-bef4024a72ec,"Taking 2020 as the reference year, what was the NNI of the United States in 2006? (2020 = 100, answer rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",8209e5e5-9812-4846-94aa-bef4024a72ec,,
,2026-05-08T05:32:16.883Z,"0.44%, rounding errors are allowed.",9d73b511-f591-4e82-a9f2-a3ad7cf02376,"In 2019, what was the ratio of net lending or net borrowing by the general government to GDP in Sweden? (answer in percentage, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",9d73b511-f591-4e82-a9f2-a3ad7cf02376,,
,2026-05-08T05:32:16.884Z,"4.17%, rounding errors are allowed.",f6ffd5a4-9fb2-4776-a399-4deb1aefd842,"In 2008, what was the ratio of net lending to net borrowing of enterprises as a percentage of GDP in Japan? (answer in percentage, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",f6ffd5a4-9fb2-4776-a399-4deb1aefd842,,
,2026-05-08T05:32:16.885Z,"2.29%, rounding errors are allowed.",2ea6e137-58bb-4d1f-a247-cb2a54be995f,"What was the proportion of tax on corporate income to GDP in the UK in 2015? (answer in percentage, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",2ea6e137-58bb-4d1f-a247-cb2a54be995f,,
,2026-05-08T05:32:16.886Z,"2.61%, rounding errors are allowed.",033cf1a0-8b27-4340-a8a9-b84017e59dd0,"In the whole year of 2021, what was the proportion of the Tax on corporate income to GDP in Poland? (answer in percentage, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",033cf1a0-8b27-4340-a8a9-b84017e59dd0,,
,2026-05-08T05:32:16.887Z,"$1560.62 billion, rounding errors are allowed.",68fc6360-4c6e-40c9-922e-5c2a841a4b9b,"What was the value of G20 exports of services in Q4 2023? (data from 23 August 2024,answer in billion dollars, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",68fc6360-4c6e-40c9-922e-5c2a841a4b9b,,
,2026-05-08T05:32:16.888Z,The result between $4232 to $4233 billion are considered correct.,07828b43-c8e1-494f-ac68-65cf763d87d0,"What was the value of G20 merchandise imports in Q2 2021? (answer in billion dollars, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",07828b43-c8e1-494f-ac68-65cf763d87d0,,
,2026-05-08T05:32:16.889Z,"1.6%, rounding errors are allowed.",e653ea0b-3286-4d5d-aa4c-d0ebfdbe5cee,"In 2019, what was Indonesia's Claims on central government (annual growth as % of broad money)? (answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",e653ea0b-3286-4d5d-aa4c-d0ebfdbe5cee,,
,2026-05-08T05:32:16.890Z,"3%, rounding errors are allowed.",d0b96123-919c-4537-8fc3-9af7dd34caf4,"In 2022, what was the proportion of insurance and financial services in Iceland's service exports? (answer in percentage, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",d0b96123-919c-4537-8fc3-9af7dd34caf4,,
,2026-05-08T05:32:16.891Z,"2.3%, rounding errors are allowed.",341495db-bf47-4ccf-804c-c8d2f7ad0f21,"In 2019, what was the percentage of foreign direct investment, net inflows in Mexico's GDP? (answer in percentage, rounded to one decimal place).
To calculate the percentage of foreign direct investment, the formula is: $\frac{Foreign Direct Investment Net Inflows}{Nominal GDP}\times100\%$.","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",341495db-bf47-4ccf-804c-c8d2f7ad0f21,,
,2026-05-08T05:32:16.892Z,"$44575.6, rounding errors are allowed.",5e7c217d-dd06-44c6-a3ad-32754ec8ff90,"In 2020, what was the GDP per capita of Israel? (answer in dollars, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",5e7c217d-dd06-44c6-a3ad-32754ec8ff90,,
,2026-05-08T05:32:16.893Z,"6.6%, rounding errors are allowed.",3a9c19c8-5734-4cde-ad5b-e618e7f18938,"What was the annual inflation rate in Australia in 2022? (answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",3a9c19c8-5734-4cde-ad5b-e618e7f18938,,
,2026-05-08T05:32:16.894Z,The results within the range of 3.5% to 3.7% are considered correct.,b0274dfb-aef4-4b6f-9eee-b03182ad41a6,"In 2016, what was the unemployment as a percentage of the total labor force in South Korea? (answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",b0274dfb-aef4-4b6f-9eee-b03182ad41a6,,
,2026-05-08T05:32:16.895Z,"8.5%, rounding errors are allowed.",c51431ff-7273-4ccf-b5e9-d9e4b590d760,"What was Zimbabwe's real GDP growth rate (annual percentage change) in 2021? (answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",c51431ff-7273-4ccf-b5e9-d9e4b590d760,,
,2026-05-08T05:32:16.896Z,"-2%, rounding errors are allowed.",b6fc39fe-03dd-4d48-9b99-1cf0a35acf04,"In 2011, what was the real GDP growth rate (annual percentage change) for Tunisia? (answer in percentage, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",b6fc39fe-03dd-4d48-9b99-1cf0a35acf04,,
,2026-05-08T05:32:16.897Z,"-4.2%, rounding errors are allowed.",540e9996-a9dd-4d85-9568-28a83e7d696f,"In 2020, what was the real GDP growth rate (annual percentage change) of Japan?(answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",540e9996-a9dd-4d85-9568-28a83e7d696f,,
,2026-05-08T05:32:16.898Z,"3.2%, rounding errors are allowed.",dfa4c31c-cb78-47e5-8648-3690ce1f9a6e,"What was the real GDP growth rate (annual percentage change) for New Zealand in 2005? (answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",dfa4c31c-cb78-47e5-8648-3690ce1f9a6e,,
,2026-05-08T05:32:16.899Z,"2.9%, rounding errors are allowed.",d115d0bb-fde9-486b-b374-63b5954bf2d6,"In 2015, what was the real GDP growth rate (annual percentage change) for the United States? (answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",d115d0bb-fde9-486b-b374-63b5954bf2d6,,
,2026-05-08T05:32:16.900Z,"$1214 million, rounding errors are allowed.",46f12a99-09bf-48fb-a544-9050ef20d6f6,"What was the IMF's Net Total Administrative Budget for the 2022 fiscal year? (answer in millions of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",46f12a99-09bf-48fb-a544-9050ef20d6f6,,
,2026-05-08T05:32:16.901Z,The results between 6400 million SDR to 6500 million SDR are considered correct.,2944953c-c4b9-4145-a854-dd85c9ce0144,"In 2023, what was the total amount of aid funds approved by the IMF in the Asia-Pacific region? (answer in Million SDR, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",2944953c-c4b9-4145-a854-dd85c9ce0144,,
,2026-05-08T05:32:16.902Z,3% to 3.25%,c71ae172-dd5d-492c-be28-719a31ea387d,"In September 2022, what was the federal funds rate? (answer in percentage)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",c71ae172-dd5d-492c-be28-719a31ea387d,,
,2026-05-08T05:32:16.903Z,"4.9%, rounding errors are allowed.",c9093101-a853-4de9-b02e-22d421f23921,"In March 2023, what was the interest rate paid on reserve balances raised to by the Federal Reserve?(answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",c9093101-a853-4de9-b02e-22d421f23921,,
,2026-05-08T05:32:16.904Z,"$21150.5 billion, rounding errors are allowed.",21f94826-19c8-4bcf-b1f6-a6b87e6e3d84,"As of the end of May 2024, what were the total liabilities of commercial banks in the United States (data from December 27, 2024, Not seasonally adjusted, answer in billions of dollars, rounded to one decimal place)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",21f94826-19c8-4bcf-b1f6-a6b87e6e3d84,,
,2026-05-08T05:32:16.905Z,"$17956 billion, rounding errors are allowed.",a045a8f1-e44f-416f-b622-f2fdae93602e,"As of the end of December 2024, what was the bank credit of commercial banks in the United States (data from July 18,2025 , seasonally adjusted, answer in billions of dollars, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",a045a8f1-e44f-416f-b622-f2fdae93602e,,
